"","sex","age","address","famsize","Pstatus","Medu","Fedu","Mjob","Fjob","guardian","traveltime","studytime","failures","schoolsup","famsup","paid","activities","nursery","higher","internet","romantic","famrel","freetime","goout","Dalc","Walc","health","absences","G1","G3"
"802","F",17,1,1,0,"secondary education","primary education",3,1,0,"<15mins","<2hrs",1,0,1,1,0,1,1,1,1,"good","very low","low","very low","very low","not sure",6,10,13
"803","F",21,1,0,0,"higher education","higher education",3,3,2,"<15mins","5-10hrs",2,0,0,1,1,1,1,1,0,"not sure","not sure","low","very low","very low","very high",0,9,12
"804","M",18,1,0,0,"5th-9th grade","5th-9th grade",2,2,0,"<15mins","2-5hrs",0,0,1,0,1,0,0,1,0,"good","high","high","very low","not sure","not sure",11,9,12
"805","M",18,1,0,1,"secondary education","higher education",3,3,2,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"good","not sure","very high","very low","high","low",9,13,15
"806","F",17,1,1,0,"5th-9th grade","5th-9th grade",2,2,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","not sure","high","very low","not sure","high",0,13,17
"807","M",17,1,0,1,"higher education","higher education",4,3,0,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,0,"good","high","low","very low","low","high",2,12,15
"808","F",18,1,0,0,"higher education","5th-9th grade",0,3,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","low","low","very low","very low","not sure",0,14,17
"809","M",21,0,0,0,"primary education","primary education",1,3,2,"15-30mins","2-5hrs",2,0,1,0,1,1,0,1,1,"excellent","not sure","not sure","very high","low","high",21,9,10
"810","F",20,0,1,0,"primary education","primary education",3,3,2,"15-30mins","5-10hrs",0,0,0,0,0,1,1,1,1,"not sure","low","low","very low","not sure","not sure",8,11,15
"811","F",19,1,1,0,"higher education","higher education",0,3,2,"<15mins","<2hrs",1,0,1,0,0,1,1,1,1,"not sure","low","very high","high","high","very high",5,9,11
"812","M",17,1,0,1,"secondary education","5th-9th grade",3,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","high","high","very low","low","very high",10,16,18
"813","F",18,1,1,0,"secondary education","5th-9th grade",1,3,1,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,1,"good","not sure","high","very low","low","low",5,14,17
"814","M",18,0,1,0,"5th-9th grade","secondary education",3,2,1,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"not sure","very low","not sure","high","very high","high",13,13,14
"815","M",19,1,1,0,"5th-9th grade","primary education",3,3,0,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"excellent","not sure","high","very low","high","high",10,7,11
"816","F",18,1,0,1,"5th-9th grade","5th-9th grade",2,3,0,"15-30mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","very low","high","very low","not sure","high",10,14,17
"817","F",20,1,1,0,"primary education","none",3,3,0,"15-30mins","<2hrs",1,1,0,0,0,1,1,1,1,"excellent","not sure","very low","very low","very low","very high",5,8,10
"818","F",18,1,1,0,"secondary education","5th-9th grade",2,3,0,"<15mins","2-5hrs",0,0,1,0,1,0,1,1,1,"not sure","very low","low","very low","low","very low",4,10,13
"819","F",16,1,1,0,"primary education","secondary education",1,3,1,"15-30mins","<2hrs",0,0,1,0,0,1,0,1,1,"good","not sure","not sure","very low","not sure","very high",11,10,11
"820","F",16,0,1,0,"5th-9th grade","5th-9th grade",3,3,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","high","high","very low","very low","very high",0,12,12
"821","F",15,0,1,0,"primary education","primary education",1,2,0,"<15mins","<2hrs",1,0,1,0,0,1,1,0,1,"good","very low","not sure","very low","very low","low",6,10,10
"822","F",15,0,1,0,"secondary education","secondary education",1,3,0,"15-30mins","<2hrs",0,0,1,0,0,1,1,1,0,"excellent","high","high","low","not sure","very high",4,10,11
"823","F",16,0,1,0,"5th-9th grade","secondary education",1,2,0,"15-30mins","2-5hrs",0,0,0,0,0,1,1,0,0,"good","very high","low","very low","low","very high",0,16,17
"824","F",15,0,0,0,"5th-9th grade","primary education",1,3,0,"15-30mins","<2hrs",0,0,0,0,0,1,0,0,0,"very bad","not sure","high","very low","very low","very low",0,6,9
"825","M",16,0,0,1,"higher education","higher education",1,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,0,0,"excellent","not sure","low","very low","not sure","low",5,10,11
"826","M",16,1,1,1,"primary education","5th-9th grade",3,3,0,"<15mins","5-10hrs",0,1,0,0,0,1,1,1,0,"good","high","not sure","very low","very low","very high",0,10,11
"827","F",17,0,1,0,"secondary education","5th-9th grade",1,3,1,"<15mins","2-5hrs",1,0,0,0,0,1,1,0,1,"good","very high","high","very low","low","very high",0,10,10
"828","F",17,0,1,0,"primary education","primary education",3,3,1,"<15mins","<2hrs",1,0,1,0,0,0,0,1,0,"excellent","high","high","low","low","very high",0,6,7
"829","F",15,0,1,0,"higher education","higher education",0,3,0,"15-30mins","<2hrs",0,0,0,0,0,1,1,1,1,"very bad","very high","very low","not sure","very high","very high",0,13,14
"830","F",16,1,0,1,"5th-9th grade","5th-9th grade",1,3,0,"15-30mins",">10hrs",0,0,0,0,1,0,0,0,1,"very bad","low","very low","very low","very low","very low",4,10,11
"831","F",15,0,0,0,"primary education","primary education",1,2,1,"15-30mins","2-5hrs",0,0,1,0,0,1,1,1,0,"excellent","high","not sure","very low","low","high",0,10,10
"832","F",15,0,0,0,"primary education","primary education",3,2,0,"15-30mins","<2hrs",1,0,1,0,0,1,1,1,1,"good","high","not sure","very low","low","low",4,6,8
"833","F",16,0,1,0,"none","5th-9th grade",3,3,0,"15-30mins","<2hrs",0,0,1,0,1,1,1,0,0,"not sure","low","not sure","very low","low","low",0,12,12
"834","F",17,0,1,0,"5th-9th grade","secondary education",3,3,0,"15-30mins","<2hrs",0,0,1,0,0,1,1,1,0,"excellent","very high","very high","very low","not sure","not sure",2,10,12
"835","F",15,0,1,0,"secondary education","secondary education",3,2,1,"15-30mins","<2hrs",0,0,0,0,0,0,1,1,0,"good","very low","not sure","very low","very low","high",0,14,16
"836","M",16,1,1,0,"primary education","primary education",1,2,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,0,1,"excellent","high","very high","high","very high","not sure",0,7,0
"837","M",17,1,1,0,"primary education","primary education",3,3,0,"<15mins","2-5hrs",0,0,0,1,0,0,1,1,0,"good","high","not sure","low","high","very high",4,8,9
"838","M",15,0,0,0,"higher education","primary education",4,2,1,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","not sure","high","very low","low","low",0,12,14
"839","M",15,0,0,0,"higher education","primary education",4,2,1,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","not sure","high","very low","low","low",7,7,8
"840","M",16,0,1,0,"secondary education","higher education",3,4,0,"30mins-1hr","2-5hrs",0,0,0,0,0,0,1,0,0,"not sure","high","very high","very low","low","very high",4,9,11
"841","M",15,0,1,0,"primary education","primary education",3,3,0,">1hr","2-5hrs",0,0,1,0,1,1,1,0,1,"excellent","high","very high","low","high","high",8,7,9
"842","M",15,1,0,0,"secondary education","secondary education",1,1,1,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","not sure","not sure","very low","very low","very high",0,11,11
"843","M",17,0,1,0,"5th-9th grade","primary education",3,3,0,"30mins-1hr","<2hrs",0,0,0,0,1,1,0,0,1,"excellent","very high","very high","very high","very high","not sure",8,8,9
"844","F",16,0,1,0,"higher education","higher education",0,0,0,"15-30mins","5-10hrs",0,0,0,0,1,1,1,1,1,"good","low","low","very low","very low","high",6,16,17
"845","F",15,0,1,0,"primary education","5th-9th grade",3,2,0,"15-30mins","<2hrs",0,0,0,0,0,1,1,0,0,"excellent","very low","low","very low","very low","very low",3,11,13
"846","F",16,0,1,0,"5th-9th grade","secondary education",3,2,0,"30mins-1hr","2-5hrs",0,0,1,0,0,1,1,1,0,"good","very high","high","very low","low","very low",2,15,15
"847","M",16,0,1,0,"primary education","5th-9th grade",3,3,1,"15-30mins","2-5hrs",0,0,0,0,0,1,1,0,0,"good","not sure","not sure","very low","very low","very high",0,10,11
"848","F",16,0,1,0,"5th-9th grade","5th-9th grade",3,3,0,"30mins-1hr","2-5hrs",0,0,1,0,0,1,1,1,0,"good","high","very high","very low","very low","high",4,9,11
"849","F",16,1,1,0,"primary education","5th-9th grade",3,2,0,"<15mins","5-10hrs",1,0,1,0,0,1,1,0,0,"very bad","not sure","low","very low","low","high",0,10,8
"850","F",16,1,1,0,"primary education","5th-9th grade",3,2,0,"<15mins","5-10hrs",1,0,1,0,0,1,1,0,0,"very bad","not sure","low","very low","low","high",3,9,8
"851","F",15,1,1,0,"5th-9th grade","primary education",1,3,0,"<15mins","2-5hrs",0,1,1,0,0,0,1,1,0,"good","high","low","not sure","not sure","low",0,9,9
"852","F",16,1,1,0,"primary education","primary education",1,3,1,"<15mins","2-5hrs",0,0,1,0,0,0,1,0,1,"excellent","high","not sure","low","very low","low",0,13,15
"853","M",17,0,0,0,"primary education","5th-9th grade",1,2,0,"<15mins","<2hrs",0,0,1,0,1,1,1,1,0,"excellent","very high","very high","very high","very high","not sure",4,10,11
"854","F",16,0,1,0,"primary education","primary education",3,3,1,">1hr",">10hrs",0,0,1,0,0,0,1,1,0,"good","not sure","low","very low","very low","very low",0,13,13
"855","F",16,0,1,0,"primary education","primary education",1,3,1,">1hr","5-10hrs",0,1,1,0,0,1,1,0,0,"good","high","not sure","very low","very low","very high",2,10,10
"856","F",15,0,1,0,"primary education","primary education",1,3,1,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"good","not sure","not sure","very low","very low","low",1,11,11
"857","F",16,0,1,0,"primary education","primary education",1,3,0,"15-30mins","<2hrs",0,0,0,0,1,1,1,1,1,"good","low","low","high","not sure","low",0,13,14
"858","F",15,0,1,0,"primary education","primary education",1,1,1,"30mins-1hr","2-5hrs",0,0,1,0,0,1,1,0,0,"good","low","very low","very low","low","low",0,13,14
"859","F",15,0,0,0,"5th-9th grade","5th-9th grade",3,3,1,"<15mins","5-10hrs",0,1,1,0,0,1,1,0,0,"good","high","not sure","low","low","very high",2,14,12
"860","M",16,0,1,0,"primary education","primary education",1,3,1,"15-30mins","<2hrs",0,0,0,0,1,1,1,0,0,"not sure","high","high","not sure","high","very high",6,11,11
"861","F",18,1,1,0,"primary education","5th-9th grade",3,3,1,"<15mins","2-5hrs",1,0,1,0,1,1,1,1,1,"not sure","high","high","low","not sure","very high",9,9,8
"862","M",15,1,1,0,"secondary education","primary education",3,2,0,"15-30mins","<2hrs",0,0,1,0,0,1,1,0,0,"not sure","low","not sure","very low","not sure","high",0,10,11
"863","F",16,0,1,0,"5th-9th grade","5th-9th grade",3,2,1,"30mins-1hr","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","not sure","high","very low","very low","low",1,14,14
"864","M",15,1,1,0,"5th-9th grade","5th-9th grade",4,3,0,"30mins-1hr","<2hrs",0,0,0,0,0,1,1,0,0,"good","not sure","not sure","very low","low","high",1,13,13
"865","M",16,1,1,0,"higher education","higher education",3,0,1,"<15mins","2-5hrs",0,0,1,0,1,1,1,0,1,"good","not sure","very low","very low","very low","not sure",0,13,13
"866","F",15,0,1,0,"secondary education","secondary education",2,3,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,1,"good","very high","high","very low","very low","very low",4,13,12
"867","F",16,0,1,0,"5th-9th grade","5th-9th grade",1,3,0,"15-30mins","2-5hrs",1,0,1,0,1,0,1,0,0,"good","high","high","low","not sure","very high",2,12,12
"868","F",16,0,0,0,"5th-9th grade","5th-9th grade",3,3,1,"30mins-1hr","<2hrs",0,0,1,0,1,1,1,0,1,"good","not sure","low","very low","very low","high",0,14,16
"869","M",16,1,0,0,"5th-9th grade","primary education",1,2,0,"15-30mins","<2hrs",0,0,1,0,1,1,1,1,0,"bad","high","not sure","low","not sure","high",4,10,10
"870","M",15,0,0,0,"primary education","secondary education",1,3,1,"30mins-1hr","<2hrs",0,0,1,0,1,1,1,1,0,"good","low","high","not sure","very high","not sure",2,10,11
"871","F",15,1,1,0,"5th-9th grade","5th-9th grade",3,2,0,"15-30mins","5-10hrs",0,0,1,0,1,1,1,0,0,"excellent","not sure","low","very low","very low","high",0,12,14
"872","F",16,0,0,0,"5th-9th grade","primary education",3,3,0,"<15mins","<2hrs",0,0,1,0,0,1,1,1,1,"excellent","high","not sure","very low","very low","very high",2,10,8
"873","M",15,1,1,0,"secondary education","secondary education",2,2,1,"15-30mins","<2hrs",0,0,1,0,1,0,1,1,0,"good","not sure","not sure","low","high","not sure",11,12,11
"874","F",16,0,1,0,"primary education","primary education",1,3,1,"15-30mins","2-5hrs",3,1,1,0,0,1,1,0,0,"not sure","high","not sure","very low","very low","very low",0,7,8
"875","F",17,1,1,0,"5th-9th grade","5th-9th grade",3,1,0,"<15mins","<2hrs",0,0,1,0,1,1,0,0,0,"good","very high","not sure","very low","very low","very high",4,9,10
"876","F",19,1,1,0,"5th-9th grade","secondary education",1,2,2,"<15mins","<2hrs",1,0,0,0,0,1,0,1,1,"good","high","high","very low","very low","low",0,9,10
"877","F",17,0,1,0,"5th-9th grade","primary education",1,3,0,"30mins-1hr","<2hrs",0,0,1,0,1,1,0,0,1,"excellent","very high","not sure","very low","very low","not sure",2,9,11
"878","F",15,0,0,0,"primary education","primary education",1,3,0,"15-30mins","<2hrs",0,0,1,0,0,1,0,0,1,"excellent","low","very low","very low","not sure","high",0,9,9
"879","F",16,0,1,0,"5th-9th grade","5th-9th grade",3,3,1,"30mins-1hr","2-5hrs",0,0,1,0,0,1,0,1,0,"not sure","high","very high","very low","low","very low",1,9,11
"880","F",16,1,0,1,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","<2hrs",0,0,1,0,0,1,0,0,0,"good","not sure","high","very low","low","very low",6,7,8
"881","F",17,0,1,0,"5th-9th grade","5th-9th grade",1,3,0,"15-30mins","2-5hrs",0,0,1,0,0,1,1,1,0,"good","not sure","very high","very low","low","high",0,11,11
"882","F",16,1,1,0,"5th-9th grade","5th-9th grade",3,2,1,"<15mins","<2hrs",1,0,1,1,1,0,1,1,0,"good","high","not sure","very low","high","not sure",1,9,10
"883","F",18,0,0,1,"secondary education","5th-9th grade",3,3,2,"15-30mins","5-10hrs",2,0,1,0,0,0,0,0,1,"not sure","not sure","low","very low","very low","low",6,7,10
"884","F",19,1,1,0,"primary education","primary education",1,2,0,"<15mins","5-10hrs",1,0,0,0,1,1,0,0,1,"excellent","not sure","very low","very low","very low","not sure",6,7,9
"885","M",18,0,1,0,"primary education","primary education",3,3,0,"15-30mins","<2hrs",1,0,0,0,1,1,0,1,0,"good","high","not sure","not sure","high","high",0,8,10
"886","F",18,0,1,0,"primary education","primary education",1,1,0,"15-30mins","<2hrs",1,0,0,0,0,0,0,1,1,"not sure","low","not sure","very low","very low","low",4,9,10
"887","F",19,1,1,0,"primary education","primary education",3,3,2,"15-30mins","2-5hrs",1,0,1,0,0,1,1,1,1,"very bad","very low","high","high","very low","very low",12,7,9
"888","F",16,0,1,1,"5th-9th grade","5th-9th grade",4,3,0,"<15mins","2-5hrs",0,0,0,0,0,0,1,0,1,"not sure","not sure","low","very low","very low","not sure",2,8,10
"889","F",17,1,1,0,"none","primary education",3,1,1,"15-30mins","<2hrs",0,0,0,0,1,0,1,0,0,"bad","high","high","not sure","very high","very high",5,9,10
"890","F",16,0,0,0,"primary education","5th-9th grade",1,3,0,"<15mins","2-5hrs",0,0,0,0,1,1,0,1,0,"good","high","very high","very low","not sure","not sure",0,8,9
"891","F",16,1,1,0,"secondary education","secondary education",3,3,0,"<15mins","<2hrs",0,0,0,0,1,1,0,1,1,"good","very high","high","very low","very low","high",0,14,13
"892","F",16,0,0,0,"primary education","primary education",2,2,0,"<15mins","<2hrs",0,0,1,0,1,1,1,1,1,"good","high","high","low","low","high",2,14,14
"893","M",17,1,1,0,"secondary education","secondary education",2,1,0,"15-30mins",">10hrs",1,0,1,1,1,1,1,0,0,"excellent","high","very high","not sure","high","very high",0,10,10
"894","F",16,1,1,0,"5th-9th grade","primary education",3,2,0,"<15mins","2-5hrs",0,0,1,0,1,1,1,1,0,"excellent","not sure","not sure","very low","very low","very low",0,14,14
"895","F",16,1,1,0,"5th-9th grade","5th-9th grade",2,3,0,"<15mins","<2hrs",0,0,1,1,1,1,1,0,1,"good","low","very high","very low","low","very high",0,17,16
"896","M",17,1,1,0,"primary education","5th-9th grade",3,3,1,"<15mins","<2hrs",1,0,1,0,1,1,0,1,1,"excellent","not sure","very high","very high","very high","very low",12,6,7
"897","M",16,1,0,0,"higher education","secondary education",3,3,1,"<15mins","<2hrs",0,0,0,0,1,1,1,1,0,"good","low","very high","very low","very high","very high",8,14,13
"898","M",17,0,0,0,"5th-9th grade","5th-9th grade",2,2,0,"30mins-1hr",">10hrs",1,0,1,0,0,1,1,0,0,"very bad","not sure","very high","not sure","very high","not sure",2,10,9
"899","F",16,1,1,0,"primary education","primary education",3,3,2,"<15mins",">10hrs",0,1,1,0,1,1,1,1,0,"bad","low","very low","very low","very low","very high",0,14,14
"900","F",19,1,0,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","5-10hrs",0,0,0,0,0,1,1,1,1,"excellent","high","very high","very low","very low","very low",0,12,13
"901","F",17,0,1,0,"primary education","primary education",1,3,0,"15-30mins","<2hrs",0,0,1,0,1,0,1,1,1,"good","high","very high","very low","low","very high",0,11,11
"902","F",20,1,1,0,"secondary education","secondary education",1,2,0,"15-30mins","2-5hrs",1,0,0,0,1,1,1,1,1,"not sure","not sure","high","low","high","not sure",8,11,10
"903","F",17,1,0,0,"primary education","primary education",3,2,1,"<15mins","5-10hrs",0,0,1,0,0,1,1,0,1,"good","not sure","not sure","very low","very low","not sure",0,11,10
"904","M",17,0,1,0,"5th-9th grade","5th-9th grade",3,3,0,"30mins-1hr","<2hrs",1,0,1,0,0,0,1,1,0,"good","high","very high","very low","low","very high",0,10,9
"905","F",16,0,0,0,"primary education","primary education",1,3,1,"30mins-1hr","2-5hrs",0,0,1,0,0,1,1,0,0,"excellent","not sure","low","very low","very low","very low",0,16,18
"906","F",17,0,1,0,"5th-9th grade","5th-9th grade",3,3,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,0,0,"excellent","not sure","low","very low","very low","very low",0,15,17
"907","F",17,1,1,1,"primary education","none",3,3,0,"15-30mins","2-5hrs",0,0,0,0,0,1,1,1,1,"good","high","very high","very low","very low","high",1,11,10
"908","F",18,0,1,0,"primary education","primary education",1,3,0,"<15mins","2-5hrs",1,0,1,0,0,1,1,1,1,"good","not sure","low","very low","very low","very high",9,7,7
"909","F",16,1,1,0,"secondary education","primary education",3,3,0,"<15mins","<2hrs",0,0,0,0,1,1,1,1,0,"not sure","very low","not sure","very low","not sure","very low",0,8,8
"910","F",16,1,1,0,"secondary education","5th-9th grade",2,1,0,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"not sure","very low","not sure","very low","high","not sure",2,7,7
"911","F",18,1,0,0,"primary education","primary education",3,1,0,"15-30mins","2-5hrs",0,1,0,0,0,1,1,0,0,"bad","not sure","very high","very low","high","not sure",8,9,10
"912","F",16,0,1,0,"higher education","higher education",4,0,1,"<15mins","2-5hrs",0,0,0,0,1,0,1,1,1,"good","not sure","not sure","low","not sure","low",0,14,16
"913","F",16,0,0,0,"primary education","5th-9th grade",3,3,0,"15-30mins","<2hrs",0,0,0,0,1,1,1,1,0,"excellent","high","very high","very low","high","low",0,14,15
"914","F",18,1,1,1,"5th-9th grade","higher education",3,2,1,"<15mins","2-5hrs",1,0,1,0,0,1,1,1,0,"bad","not sure","low","very low","not sure","very low",8,8,8
"915","M",16,0,1,0,"5th-9th grade","primary education",3,2,0,"15-30mins","2-5hrs",0,0,0,0,1,1,1,1,0,"excellent","low","very low","very low","very low","low",0,8,0
"916","F",16,1,0,0,"primary education","primary education",1,3,0,"30mins-1hr","2-5hrs",0,0,1,0,0,1,1,1,0,"good","not sure","low","very low","not sure","very high",6,6,8
"917","F",16,0,1,0,"5th-9th grade","secondary education",1,2,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"not sure","not sure","not sure","very low","very low","low",0,8,10
"918","F",16,1,1,0,"higher education","higher education",4,4,0,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,1,"good","not sure","high","very low","low","not sure",4,8,8
"919","M",18,1,0,0,"higher education","higher education",1,4,0,"<15mins",">10hrs",0,0,1,0,1,1,0,1,1,"excellent","very high","very high","very high","very high","very high",2,5,6
"920","F",16,0,0,0,"secondary education","higher education",1,3,0,"30mins-1hr","2-5hrs",0,0,1,0,0,0,1,0,0,"good","low","very low","very low","very low","low",2,7,8
"921","M",17,1,0,0,"higher education","higher education",3,2,0,"<15mins","5-10hrs",0,0,1,0,0,1,1,1,0,"good","high","not sure","very low","low","very high",0,15,16
"922","F",17,0,1,0,"higher education","primary education",3,3,0,"<15mins","<2hrs",0,0,0,0,0,1,1,1,1,"good","low","not sure","very low","low","very high",1,13,14
"923","M",16,1,0,0,"5th-9th grade","5th-9th grade",2,2,0,">1hr","5-10hrs",0,0,0,0,0,1,1,0,0,"excellent","very low","not sure","low","low","not sure",0,10,10
"924","F",17,0,1,0,"5th-9th grade","5th-9th grade",1,3,0,"<15mins","<2hrs",0,0,1,1,0,1,1,1,0,"excellent","very low","not sure","very low","low","very high",5,9,9
"925","F",16,1,0,0,"higher education","higher education",2,2,1,"15-30mins","<2hrs",0,0,1,0,0,1,1,0,0,"excellent","very low","not sure","very low","low","very high",1,11,11
"926","M",17,1,1,0,"secondary education","secondary education",2,2,0,"<15mins","<2hrs",0,0,1,0,1,1,1,1,0,"good","very low","high","very high","very high","not sure",8,7,9
"927","M",17,1,1,0,"primary education","primary education",1,2,0,"30mins-1hr","2-5hrs",0,0,0,0,0,1,1,1,1,"excellent","very low","not sure","not sure","not sure","very low",0,10,10
"928","M",16,1,1,0,"5th-9th grade","primary education",4,2,0,"15-30mins","2-5hrs",0,0,0,0,0,0,1,1,1,"good","low","low","very low","high","very high",2,9,8
"929","F",16,1,0,0,"5th-9th grade","primary education",3,2,0,"<15mins","2-5hrs",0,0,0,0,0,1,1,1,1,"not sure","low","low","very low","very low","not sure",0,14,16
"930","M",16,1,0,0,"higher education","higher education",0,4,1,"<15mins","<2hrs",0,0,1,0,0,1,1,1,0,"good","very low","low","low","very high","very high",0,11,12
"931","M",15,0,1,0,"primary education","5th-9th grade",3,2,0,"30mins-1hr","2-5hrs",0,0,1,0,1,1,1,0,0,"excellent","very high","very high","very low","not sure","very high",11,9,10
"932","M",15,1,0,1,"5th-9th grade","5th-9th grade",3,3,0,"30mins-1hr",">10hrs",0,0,1,0,1,1,1,0,0,"excellent","high","very high","low","not sure","very high",8,13,14
"933","M",15,1,0,1,"5th-9th grade","primary education",2,2,0,"<15mins","<2hrs",0,0,0,0,1,1,1,1,0,"good","not sure","not sure","very low","low","very high",11,12,12
"934","F",16,0,0,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","5-10hrs",0,0,1,0,0,0,1,0,1,"good","not sure","not sure","low","low","very high",2,11,11
"935","F",16,1,0,0,"higher education","primary education",3,3,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,1,0,"very bad","low","high","low","low","very low",8,9,10
"936","F",17,1,1,0,"secondary education","5th-9th grade",1,3,0,"15-30mins","<2hrs",0,0,0,0,0,1,1,0,1,"good","not sure","not sure","low","low","very low",5,9,11
"937","F",17,0,1,0,"5th-9th grade","5th-9th grade",3,3,0,"15-30mins","2-5hrs",0,1,0,1,0,1,1,0,0,"excellent","very low","not sure","very low","very low","very high",0,11,11
"938","F",16,1,1,0,"higher education","higher education",0,2,0,"15-30mins","5-10hrs",0,0,1,0,0,1,1,1,1,"excellent","not sure","very high","very low","high","very high",1,10,12
"939","M",17,0,1,0,"higher education","higher education",4,3,1,"30mins-1hr","<2hrs",3,0,0,0,1,1,1,1,1,"not sure","not sure","not sure","very low","not sure","very high",2,9,8
"940","M",17,0,0,0,"primary education","secondary education",3,3,1,"15-30mins","<2hrs",0,0,0,0,1,1,1,0,1,"excellent","very low","low","not sure","not sure","very high",2,12,12
"941","M",17,1,1,0,"secondary education","higher education",2,3,0,"<15mins","2-5hrs",1,0,1,0,1,0,1,1,1,"excellent","high","high","not sure","high","very high",8,8,8
"942","F",17,1,1,0,"higher education","higher education",4,4,1,"<15mins","2-5hrs",0,0,1,0,0,1,1,1,0,"excellent","low","very high","very low","very low","very high",0,13,16
"943","M",16,0,0,0,"higher education","primary education",3,1,1,"<15mins","<2hrs",0,0,0,0,0,1,1,1,0,"good","very low","low","low","very low","low",0,10,11
"944","F",17,1,1,1,"primary education","primary education",1,1,0,"<15mins","2-5hrs",0,0,0,0,1,1,1,1,1,"good","very high","very high","very low","low","not sure",2,11,11
"945","F",17,0,1,0,"higher education","5th-9th grade",3,3,0,"15-30mins","2-5hrs",0,1,1,0,0,0,1,1,0,"good","not sure","not sure","low","not sure","very high",0,17,18
"946","M",16,1,0,1,"5th-9th grade","5th-9th grade",3,2,1,"15-30mins","2-5hrs",0,0,1,0,0,0,1,1,1,"good","very low","low","low","low","very high",0,12,13
"947","M",17,1,1,0,"secondary education","5th-9th grade",3,3,1,"15-30mins","2-5hrs",0,0,1,1,0,1,1,1,0,"good","very low","low","low","low","very low",0,13,13
"948","M",19,1,1,0,"primary education","primary education",3,3,0,"<15mins","2-5hrs",2,0,1,0,1,1,0,1,0,"good","high","not sure","not sure","high","high",2,9,10
"949","M",17,1,0,1,"primary education","none",3,3,0,"<15mins","<2hrs",0,0,0,0,0,1,1,0,1,"good","very low","low","very low","very low","very high",4,11,12
"950","F",17,0,1,0,"primary education","primary education",1,1,1,"15-30mins","<2hrs",0,0,1,0,1,1,0,1,1,"not sure","very high","very high","low","low","high",3,10,10
"951","F",16,0,1,0,"primary education","5th-9th grade",3,3,1,"<15mins","5-10hrs",0,1,1,0,0,0,1,1,1,"good","not sure","high","very low","very low","not sure",5,13,13
"952","M",16,0,0,0,"primary education","5th-9th grade",3,1,0,"<15mins","<2hrs",0,0,0,0,0,1,1,0,0,"good","high","high","low","high","very high",4,9,11
"953","F",17,0,1,0,"secondary education","primary education",3,3,0,"15-30mins","2-5hrs",3,0,1,0,1,0,1,1,1,"excellent","high","high","very low","very low","very high",2,7,10
"954","M",17,0,1,0,"5th-9th grade","5th-9th grade",3,3,0,"15-30mins","<2hrs",0,0,0,0,1,1,0,0,1,"excellent","very high","very high","not sure","very high","very high",0,8,10
"955","M",18,0,1,0,"primary education","none",1,1,2,"30mins-1hr","<2hrs",1,1,1,0,0,1,1,0,0,"good","not sure","low","very low","very low","high",0,12,13
"956","M",17,0,1,0,"primary education","primary education",3,2,0,"15-30mins","<2hrs",0,0,1,0,1,0,1,1,1,"good","very high","very high","very low","not sure","low",0,10,10
"957","M",18,1,0,0,"primary education","primary education",1,1,0,"15-30mins","2-5hrs",0,0,1,0,1,1,1,0,0,"good","not sure","not sure","very low","high","very high",6,10,10
"958","F",16,0,0,0,"5th-9th grade","5th-9th grade",3,2,1,"<15mins","2-5hrs",0,0,0,0,1,1,1,0,1,"excellent","high","not sure","very low","very low","very low",0,11,12
"959","M",17,1,1,0,"5th-9th grade","5th-9th grade",3,3,0,"<15mins","<2hrs",1,0,0,0,1,1,1,0,1,"very bad","low","very low","low","not sure","very high",0,7,0
"960","M",16,0,1,0,"secondary education","5th-9th grade",2,3,1,"15-30mins","<2hrs",0,0,0,0,0,1,1,1,0,"good","very high","very high","low","not sure","very high",2,11,10
"961","M",16,0,0,0,"primary education","primary education",1,3,0,"15-30mins","<2hrs",0,0,0,0,1,1,1,1,0,"good","very high","very high","low","high","very high",0,10,9
